class_name,class_original_classification,classification_final_list
Advento_do_Termo_Contratual,kind,can
Advertência,kind,not
Anulação,kind,not
Anulação_do_Contrato,kind,can
Caducidade,kind,can
Cassação,kind,not
Declaração_de_Caducidade,kind,not
Declaração_de_Inidoneidade,kind,not
Encampação,kind,not
Extinção_da_Concessão_Indenizável,kind,not
Extinção_da_Concessão_Não_Indenizável,kind,can
Extinção_de_Concessão,kind,not
Falência_da_Concessionária,kind,can
Intervenção,kind,not
Multa,kind,not
Penalidade,kind,is
Penalidade_Aplicada,kind,not
Penalidade_Prevista,kind,not
Rescisão,kind,not
Rescisão_do_Contrato,kind,can
Suspensão,kind,not
