class_name,class_original_classification,classification_final_list
Certification,kind,can
CertificationArea,subkind,can
EnergyAtmosphere,subkind,is
IndoorEnvironmentQuality,subkind,can
IntegrativeProcess,subkind,can
LEEDCertified,role,can
LEEDGold,role,can
LEEDPlatinum,role,can
LEEDSilver,role,can
LocationTransportation,subkind,is
MaterialResource,subkind,is
SustainableSite,subkind,can
WaterEfficiency,subkind,is
