class_name,class_original_classification,classification_final_list
Book,kind,can
Collection,kind,can
Comment,subkind,is
Commentable,category,can
Corporate_Resource,category,can
Course,kind,can
Creatable,category,is
Creation,subkind,is
Deletable,category,is
Delete,subkind,can
Edit,subkind,is
Editable,category,is
Follow,subkind,is
Interaction,kind,can
Learning_Path,kind,is
Link,kind,can
Podcast,kind,is
Private_Interaction,subkind,is
Public_Interaction,subkind,is
Public_Resource,category,can
Resource,category,is
Search,subkind,is
Upvotable,category,is
Upvote,subkind,is
Video,kind,can
View,subkind,can
Viewable,category,is
