execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
1,2.0800158381462097e-05,9.210000280290842e-05,1.8099904991686344e-05,1.0800082236528397e-05,0.00792820006608963,1.1899974197149277e-05,9.200070053339005e-06,2.3999949917197227e-05,1.9500148482620716e-05,0.0037444998743012547,0.003025099984370172,0.010063799913041294,0.0006137000164017081,2.510007470846176e-05,0.003219699952751398,0.02882650017272681
2,2.180004958063364e-05,9.360001422464848e-05,1.8499908037483692e-05,1.1100084520876408e-05,0.006909499876201153,1.1699972674250603e-05,9.800074622035027e-06,1.859990879893303e-05,2.010003663599491e-05,0.004688300075940788,0.003200699808076024,0.009986200020648539,0.0005361000075936317,2.3099826648831367e-05,0.0032464999239891768,0.028795599588193
3,2.0299921743571758e-05,9.119987953454256e-05,1.9200029782950878e-05,1.1200085282325745e-05,0.006946499925106764,1.1500087566673756e-05,9.500072337687016e-06,1.8799793906509876e-05,1.9600149244070053e-05,0.0035936000058427453,0.0026507000438869,0.010177099844440818,0.0005220999009907246,2.269982360303402e-05,0.00294290017336607,0.027056899736635387
4,9.600073099136353e-06,8.939998224377632e-05,9.400071576237679e-06,5.299923941493034e-06,0.00046690006274729967,5.800044164061546e-06,4.700035788118839e-06,9.600073099136353e-06,9.699957445263863e-06,8.509994950145483e-05,0.0027768000727519393,0.01278630003798753,0.00038330000825226307,1.1099851690232754e-05,0.00294229993596673,0.019595300080254674
