class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Transport_Processing_Function,category,category,True,False,False,0,6,6
Adaptation_Sink,subkind,subkind,False,True,False,2,0,6
Adaptation_Source,subkind,subkind,False,True,False,2,0,6
Flow_Termination_Source,subkind,subkind,False,True,False,2,0,6
A_So_Output_-_So_AP_Binding,role,role,False,True,False,1,0,1
Adaptation_Function,kind,kind,False,False,True,1,2,6
FT_So_Input_-_So_AP_Binded,role,role,False,True,False,1,0,1
Flow_Termination_Sink,subkind,subkind,False,True,False,2,0,6
Flow_Termination_Source_Input,kind,kind,True,False,False,0,1,1
FT_Sk_Output_-_Sk_AP_Binded,role,role,False,True,False,1,0,1
Flow_Termination_Function,kind,kind,False,False,True,1,2,6
Flow_Termination_Sink_Output,kind,kind,True,False,False,0,1,1
Adaptation_Source_Output,kind,kind,True,False,False,0,1,1
Source_AP,role,role,False,True,False,1,0,2
A_Sk_Input_-_Sk_AP_Binded,role,role,False,True,False,1,0,1
Sink_AP,role,role,False,True,False,1,0,2
AP,kind,kind,True,False,False,0,2,2
Adaptation_Sink_Input,kind,kind,True,False,False,0,1,1
