execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,15,0,3,83.33333333333334,0.0,16.666666666666664,252,238,14,252,210,42,94.44444444444444,5.555555555555555,83.33333333333334,16.666666666666664,-2,0,2,-11.1111111111111,0.0,11.111111111111109,-28,28,-11.1111111111111,11.111111111111109,3
2,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
3,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
4,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
5,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,0,17,1,0.0,94.44444444444444,5.555555555555555,252,238,14,252,119,133,94.44444444444444,5.555555555555555,47.22222222222222,52.77777777777778,-17,17,0,-94.44444444444444,94.44444444444444,0.0,-119,119,-47.22222222222222,47.22222222222222,0
6,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
7,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
8,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
9,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
10,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,9,8,1,50.0,44.44444444444444,5.555555555555555,252,238,14,252,184,68,94.44444444444444,5.555555555555555,73.01587301587301,26.984126984126984,-8,8,0,-44.44444444444444,44.44444444444444,0.0,-54,54,-21.42857142857143,21.42857142857143,8
11,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,13,4,1,72.22222222222221,22.22222222222222,5.555555555555555,252,238,14,252,214,38,94.44444444444444,5.555555555555555,84.92063492063492,15.079365079365079,-4,4,0,-22.22222222222223,22.22222222222222,0.0,-24,24,-9.523809523809518,9.523809523809524,3
12,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,10,0,8,55.55555555555556,0.0,44.44444444444444,252,238,14,252,140,112,94.44444444444444,5.555555555555555,55.55555555555556,44.44444444444444,-7,0,7,-38.888888888888886,0.0,38.888888888888886,-98,98,-38.888888888888886,38.888888888888886,8
13,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,13,4,1,72.22222222222221,22.22222222222222,5.555555555555555,252,238,14,252,214,38,94.44444444444444,5.555555555555555,84.92063492063492,15.079365079365079,-4,4,0,-22.22222222222223,22.22222222222222,0.0,-24,24,-9.523809523809518,9.523809523809524,3
14,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
15,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
16,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
17,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,17,0,1,94.44444444444444,0.0,5.555555555555555,252,238,14,252,238,14,94.44444444444444,5.555555555555555,94.44444444444444,5.555555555555555,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
18,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,10,7,1,55.55555555555556,38.88888888888889,5.555555555555555,252,238,14,252,191,61,94.44444444444444,5.555555555555555,75.79365079365078,24.206349206349206,-7,7,0,-38.888888888888886,38.88888888888889,0.0,-47,47,-18.65079365079366,18.650793650793652,7
