class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Climbing,subkind,subkind,False,True,False,2,0
Cycling,subkind,subkind,False,True,False,2,0
Hiking,subkind,subkind,False,True,False,2,0
Skiing,subkind,subkind,False,True,False,2,0
Winery_visit,subkind,subkind,False,True,False,2,0
activity,category,category,True,False,False,0,13
castel_visit,subkind,subkind,False,True,False,2,0
church_visit,subkind,subkind,False,True,False,2,0
city_center_visit,subkind,subkind,False,True,False,2,0
cultural_visit,kind,kind,False,False,True,1,4
food_and_wine_tour,kind,kind,False,False,True,1,2
museum_visit,subkind,subkind,False,True,False,2,0
resturant_visit,subkind,subkind,False,True,False,2,0
sport_activity,kind,kind,False,False,True,1,4
