class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Autonomy_Requirement,category,category,False,True,False,3,0,9
Beneficence_Intention,role,role,False,True,False,1,0,2
Beneficence_Requirement,category,category,False,True,False,3,0,9
Ethical_Requirement,category,category,False,True,False,3,0,9
Explicability_Requirement,category,category,False,True,False,3,0,9
Intention,mode,kind,True,False,False,0,2,2
Justice_Requirement,category,category,False,True,False,3,0,9
NFR:Quality_Requirement,category,category,False,False,True,2,7,9
NFR:Requirement,category,category,False,False,True,1,8,9
Nonmaleficence_Intention,role,role,False,True,False,1,0,2
Nonmaleficence_Requirement,category,category,False,True,False,3,0,9
Nonmaleficense_Requirement,category,category,False,True,False,3,0,9
UFOC:Goal,category,category,True,False,False,0,9,9
