class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Autonomy_Requirement,category,category,False,True,False,3,0
Beneficence_Requirement,category,category,False,True,False,3,0
Ethical_Requirement,category,category,False,True,False,3,0
Explicability_Requirement,category,category,False,True,False,3,0
Justice_Requirement,category,category,False,True,False,3,0
NFR:Quality_Requirement,category,category,False,False,True,2,7
NFR:Requirement,category,category,False,False,True,1,8
Nonmaleficence_Requirement,category,category,False,True,False,3,0
Nonmaleficense_Requirement,category,category,False,True,False,3,0
UFOC:Goal,category,category,True,False,False,0,9
