execution_number,input_class_name,input_class_stereotype
1,Agente,category
2,Agente_Humano,kind
3,Agente_Sint�tico,kind
4,Estudante,role
5,Mediado,role
6,Mediador,role
7,Pesquisador,role
8,Professor,role
