class_name,class_original_classification,classification_final_list
Agent,category,can
Attacker,rolemixin,can
Risk_Assessor,rolemixin,can
Risk_Subject,rolemixin,is
Threat_Object,rolemixin,can
Value_Subject,rolemixin,can
