class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Agent,category,category,True,False,False,0,2,2
Bidirectional_Flow_VC_Token,rolemixin,rolemixin,False,True,False,3,0,18
Bidirectional_VC_Control,subkind,subkind,False,True,False,1,0,1
Closed_VC_Token,rolemixin,rolemixin,False,True,False,2,0,18
Currency,kind,kind,False,True,False,2,0,18
Currency_Quality_Space_Structure,kind,kind,False,True,False,2,0,18
Digital_Monetary_Object,rolemixin,rolemixin,False,True,False,2,0,18
Financial_Institution,rolemixin,rolemixin,False,True,False,1,0,2
Monetary_Authority,rolemixin,rolemixin,False,True,False,1,0,2
Monetary_Authority_Credit/Debt_Relation,relator,kind,True,False,False,0,2,2
Monetary_Object,rolemixin,rolemixin,False,False,True,1,4,18
Monetary_Object_Type,type,other,False,True,False,1,0,2
Money_Status_Function_Description,category,category,False,True,False,3,0,18
Normative_Description,category,category,False,False,True,2,2,18
Not_Valid_Monetary_Object,phasemixin,phasemixin,False,True,False,3,0,18
Object,category,category,True,False,False,0,18,18
Object-based_Credit/Debt,subkind,subkind,False,True,False,1,0,2
Object_Type,type,other,True,False,False,0,2,2
Physical_Monetary_Object,rolemixin,rolemixin,False,False,True,2,2,18
Purchaseble_VC_Token,rolemixin,rolemixin,False,False,True,2,2,18
Registry-based_Credit/Debt,subkind,subkind,False,True,False,1,0,2
Social_Object,category,category,False,False,True,1,7,18
Unidirectional_Flow_VC_Token,rolemixin,rolemixin,False,True,False,3,0,18
VC_Control,relator,kind,True,False,False,0,1,1
Valid_Monetary_Object,phasemixin,phasemixin,False,True,False,3,0,18
Virtual_Currency_Quality_Structure,kind,kind,False,True,False,2,0,18
Virtual_Currency_Scheme_Description,category,category,False,True,False,3,0,18
Virtual_Currency_Token,rolemixin,rolemixin,False,False,True,1,4,18
Virtual_Currency_Token_Type,type,other,False,True,False,1,0,2
Virtual_currency,kind,kind,False,True,False,2,0,18
