class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Bidirectional_Flow_VC_Token,rolemixin,rolemixin,False,True,False,3,0
Closed_VC_Token,rolemixin,rolemixin,False,True,False,2,0
Currency,kind,kind,False,True,False,2,0
Currency_Quality_Space_Structure,kind,kind,False,True,False,2,0
Digital_Monetary_Object,rolemixin,rolemixin,False,True,False,2,0
Monetary_Object,rolemixin,rolemixin,False,False,True,1,4
Money_Status_Function_Description,category,category,False,True,False,3,0
Normative_Description,category,category,False,False,True,2,2
Not_Valid_Monetary_Object,phasemixin,phasemixin,False,True,False,3,0
Object,category,category,True,False,False,0,18
Physical_Monetary_Object,rolemixin,rolemixin,False,False,True,2,2
Purchaseble_VC_Token,rolemixin,rolemixin,False,False,True,2,2
Social_Object,category,category,False,False,True,1,7
Unidirectional_Flow_VC_Token,rolemixin,rolemixin,False,True,False,3,0
Valid_Monetary_Object,phasemixin,phasemixin,False,True,False,3,0
Virtual_Currency_Quality_Structure,kind,kind,False,True,False,2,0
Virtual_Currency_Scheme_Description,category,category,False,True,False,3,0
Virtual_Currency_Token,rolemixin,rolemixin,False,False,True,1,4
Virtual_currency,kind,kind,False,True,False,2,0
