execution_number,input_class_name,input_class_stereotype
1,Autarchy,subkind
3,Foundation,subkind
4,MixedEconomyCompany,phase
5,NonEmpresarialPublicEntity,kind
7,OrganizationalUnit,category
8,PublicAdmnistrativeUnit,subkind
9,PublicCompany,phase
10,PublicEntity,category
12,StateCompany,phase
13,UnityOfOrganization,kind
15,�rg�o_Colegiado,kind
