class_name,class_original_classification,classification_final_list
Autonomy_Requirement,category,is
Beneficence_Requirement,category,is
Ethical_Requirement,category,not
Explicability_Requirement,category,not
Justice_Requirement,category,is
NFR:Quality_Requirement,category,is
NFR:Requirement,category,is
Nonmaleficence_Requirement,category,is
Nonmaleficense_Requirement,category,is
UFOC:Goal,category,is
