class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Specialized_Service_Agreement,relator,kind,False,True,False,1,0,1
Service_Customer,rolemixin,rolemixin,False,False,True,3,1,8
Claimed_Hired_Provider,rolemixin,rolemixin,False,True,False,4,0,8
Target_Customer,rolemixin,rolemixin,False,False,True,1,3,8
Hired_Service_Provider,rolemixin,rolemixin,False,False,True,3,1,8
Target_Customer_On_Negotiation,rolemixin,rolemixin,False,False,True,2,2,8
Service_Agreement,relator,kind,True,False,False,0,1,1
Service_Provider_On_Negotiation,rolemixin,rolemixin,False,False,True,2,2,8
Service_Provider,rolemixin,rolemixin,False,False,True,1,3,8
Committed_Service_Customer,rolemixin,rolemixin,False,True,False,4,0,8
Agent,category,category,True,False,False,0,8,8
