execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,12,5,1,66.66666666666666,27.77777777777778,5.555555555555555,252,238,14,252,219,33,94.44444444444444,5.555555555555555,86.90476190476191,13.095238095238097,-5,5,0,-27.777777777777786,27.77777777777778,0.0,-19,19,-7.539682539682531,7.539682539682541,1
2,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,12,5,1,66.66666666666666,27.77777777777778,5.555555555555555,252,238,14,252,193,59,94.44444444444444,5.555555555555555,76.5873015873016,23.41269841269841,-5,5,0,-27.777777777777786,27.77777777777778,0.0,-45,45,-17.857142857142847,17.857142857142854,5
3,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,15,2,1,83.33333333333334,11.11111111111111,5.555555555555555,252,238,14,252,220,32,94.44444444444444,5.555555555555555,87.3015873015873,12.698412698412698,-2,2,0,-11.1111111111111,11.11111111111111,0.0,-18,18,-7.142857142857139,7.142857142857142,2
4,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,9,8,1,50.0,44.44444444444444,5.555555555555555,252,238,14,252,186,66,94.44444444444444,5.555555555555555,73.80952380952381,26.190476190476193,-8,8,0,-44.44444444444444,44.44444444444444,0.0,-52,52,-20.634920634920633,20.63492063492064,1
5,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,1,16,1,5.555555555555555,88.88888888888889,5.555555555555555,252,238,14,252,126,126,94.44444444444444,5.555555555555555,50.0,50.0,-16,16,0,-88.88888888888889,88.88888888888889,0.0,-112,112,-44.44444444444444,44.44444444444444,0
6,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,12,5,1,66.66666666666666,27.77777777777778,5.555555555555555,252,238,14,252,219,33,94.44444444444444,5.555555555555555,86.90476190476191,13.095238095238097,-5,5,0,-27.777777777777786,27.77777777777778,0.0,-19,19,-7.539682539682531,7.539682539682541,1
7,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,12,5,1,66.66666666666666,27.77777777777778,5.555555555555555,252,238,14,252,193,59,94.44444444444444,5.555555555555555,76.5873015873016,23.41269841269841,-5,5,0,-27.777777777777786,27.77777777777778,0.0,-45,45,-17.857142857142847,17.857142857142854,5
8,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,14,3,1,77.77777777777779,16.666666666666664,5.555555555555555,252,238,14,252,211,41,94.44444444444444,5.555555555555555,83.73015873015873,16.26984126984127,-3,3,0,-16.666666666666657,16.666666666666664,0.0,-27,27,-10.714285714285708,10.714285714285714,3
9,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,2,15,1,11.11111111111111,83.33333333333334,5.555555555555555,252,238,14,252,143,109,94.44444444444444,5.555555555555555,56.74603174603175,43.25396825396825,-15,15,0,-83.33333333333333,83.33333333333334,0.0,-95,95,-37.698412698412696,37.698412698412696,1
10,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,13,4,1,72.22222222222221,22.22222222222222,5.555555555555555,252,238,14,252,202,50,94.44444444444444,5.555555555555555,80.15873015873017,19.841269841269842,-4,4,0,-22.22222222222223,22.22222222222222,0.0,-36,36,-14.285714285714278,14.285714285714286,4
11,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,7,10,1,38.88888888888889,55.55555555555556,5.555555555555555,252,238,14,252,174,78,94.44444444444444,5.555555555555555,69.04761904761905,30.952380952380953,-10,10,0,-55.55555555555555,55.55555555555556,0.0,-64,64,-25.396825396825392,25.3968253968254,3
12,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,13,4,1,72.22222222222221,22.22222222222222,5.555555555555555,252,238,14,252,206,46,94.44444444444444,5.555555555555555,81.74603174603175,18.253968253968253,-4,4,0,-22.22222222222223,22.22222222222222,0.0,-32,32,-12.698412698412696,12.698412698412698,2
13,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,14,3,1,77.77777777777779,16.666666666666664,5.555555555555555,252,238,14,252,229,23,94.44444444444444,5.555555555555555,90.87301587301587,9.126984126984127,-3,3,0,-16.666666666666657,16.666666666666664,0.0,-9,9,-3.5714285714285694,3.571428571428571,0
14,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,15,2,1,83.33333333333334,11.11111111111111,5.555555555555555,252,238,14,252,220,32,94.44444444444444,5.555555555555555,87.3015873015873,12.698412698412698,-2,2,0,-11.1111111111111,11.11111111111111,0.0,-18,18,-7.142857142857139,7.142857142857142,2
15,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,13,4,1,72.22222222222221,22.22222222222222,5.555555555555555,252,238,14,252,202,50,94.44444444444444,5.555555555555555,80.15873015873017,19.841269841269842,-4,4,0,-22.22222222222223,22.22222222222222,0.0,-36,36,-14.285714285714278,14.285714285714286,4
16,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,14,3,1,77.77777777777779,16.666666666666664,5.555555555555555,252,238,14,252,211,41,94.44444444444444,5.555555555555555,83.73015873015873,16.26984126984127,-3,3,0,-16.666666666666657,16.666666666666664,0.0,-27,27,-10.714285714285708,10.714285714285714,3
17,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,14,3,1,77.77777777777779,16.666666666666664,5.555555555555555,252,238,14,252,211,41,94.44444444444444,5.555555555555555,83.73015873015873,16.26984126984127,-3,3,0,-16.666666666666657,16.666666666666664,0.0,-27,27,-10.714285714285708,10.714285714285714,3
18,18,17,0,1,94.44444444444444,0.0,5.555555555555555,18,13,4,1,72.22222222222221,22.22222222222222,5.555555555555555,252,238,14,252,202,50,94.44444444444444,5.555555555555555,80.15873015873017,19.841269841269842,-4,4,0,-22.22222222222223,22.22222222222222,0.0,-36,36,-14.285714285714278,14.285714285714286,4
