percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
10,4,0.008397600016905926,0.003964599993196316,0.004971499991370365,0.0009108000085689127,0.017669999986537732,0.0057732999994186684,1.1799987987615168e-05,0.0003392000071471557,1.1099997209385037e-05,1.7800004570744932e-05,7.299997378140688e-06,0.0020932999905198812,0.0010802999895531684,0.0010080000065499917,1.0200004908256233e-05,0.04626679998182226
