class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Booking,subkind,subkind,False,True,False,3,0
Centralized_Transaction,subkind,subkind,False,True,False,3,0
Decentralized_Transaction,subkind,subkind,False,True,False,3,0
Immediate_Acces_Transaction,subkind,subkind,False,True,False,3,0
Investment,subkind,subkind,False,True,False,2,0
MS_User_Affiliation,subkind,subkind,False,False,True,1,9
One-Sided_Platform_User_Affiliation,subkind,subkind,False,False,True,1,2
Quoted_Transaction,subkind,subkind,False,True,False,3,0
Registration,subkind,subkind,False,True,False,3,0
Subscription,subkind,subkind,False,True,False,3,0
Transaction,subkind,subkind,False,False,True,2,5
User_Affiliation_Agreement,subkind,subkind,True,False,False,0,11
