class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Crowdfunding_Platform_(Haas_and_Blohm__2014),subkind,subkind,False,True,False,4,0
Digital_Marketplace_(T�usher_and_Laudien_2018),subkind,subkind,False,False,True,3,4
Digital_Platform_(Offering),subkind,subkind,True,False,False,0,12
Investment_Platform_(Evans_and_Gawer_2016),subkind,subkind,False,False,True,3,1
Multi-Sided_Platform_(Hagiu_and_Wright_2015),subkind,subkind,False,False,True,1,9
Multi-Sided_Transaction_platform_(Evans_and_Gawer_2016),subkind,subkind,False,False,True,2,7
On-Demand_Platform_(Mamonova_2018),subkind,subkind,False,True,False,4,0
One-Sided_Platform,subkind,subkind,False,True,False,1,0
One-Sided_Platform_(Filistrucchi_et_al._2014),subkind,subkind,False,True,False,1,0
P2P_Sharing_and_CC_Platform_(Chasin_et_al._2018),subkind,subkind,False,False,True,4,1
Second-Hand_P2P_platform_(Acquier_et_al._2017),subkind,subkind,False,True,False,4,0
Sharing_Platform_(Frenken_and_Schor__2017),subkind,subkind,False,True,False,5,0
Two-Sided_Platform,subkind,subkind,False,True,False,2,0
