execution_number,input_class_name,input_class_stereotype
1,Benefit,subkind
2,Gain,subkind
3,Loss,subkind
4,Psychological_Value,kind
5,Psychological_Value_Component,kind
6,Rational_Value,kind
7,Rational_Value_Component,kind
8,Sacrifice,subkind
9,Value,kind
10,Value_Component,kind
