class_name,class_original_classification,classification_final_list
After,subkind,is
Before,subkind,can
Contains,subkind,can
Contemporal,subkind,is
During,subkind,is
FinishedBy,subkind,is
Finishes,subkind,is
Meets,subkind,can
MetBy,subkind,can
Overlapped,subkind,is
Overlaps,subkind,is
StartedBy,subkind,is
Starts,subkind,is
TimeIntervalRelation,kind,is
