taxonomy_name,dataset_name,num_classes
van-wingerde2020smart-contracts_tx001.ttl,van-wingerde2020smart-contracts,3
van-wingerde2020smart-contracts_tx002.ttl,van-wingerde2020smart-contracts,2
van-wingerde2020smart-contracts_tx003.ttl,van-wingerde2020smart-contracts,3
van-wingerde2020smart-contracts_tx004.ttl,van-wingerde2020smart-contracts,3
