class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Agent,rolemixin,rolemixin,True,False,False,0,2,2
Artificial_Agent,role,role,False,True,False,1,0,2
Artificial_Object,kind,kind,False,True,False,1,0,2
Business_Artifact,kind,kind,False,True,False,1,0,1
Business_Artifact_Type,category,category,True,False,False,0,1,1
Business_Object,category,category,True,False,False,0,2,2
Executor,role,role,False,True,False,1,0,2
Human_Agent,role,role,False,True,False,1,0,2
Initiator,role,role,False,True,False,1,0,2
Physical_Object,kind,kind,False,True,False,1,0,2
Process_Participant,rolemixin,rolemixin,True,False,False,0,2,2
