execution,classes_b_total_classes_number,classes_b_tu_classes_types_v,classes_b_pk_classes_types_v,classes_b_tk_classes_types_v,classes_b_tu_classes_types_p,classes_b_pk_classes_types_p,classes_b_tk_classes_types_p,classes_a_total_classes_number,classes_a_tu_classes_types_v,classes_a_pk_classes_types_v,classes_a_tk_classes_types_v,classes_a_tu_classes_types_p,classes_a_pk_classes_types_p,classes_a_tk_classes_types_p,classif_b_total_classif_types_v,classif_b_unknown_classif_types_v,classif_b_known_classif_types_v,classif_a_total_classif_types_v,classif_a_unknown_classif_types_v,classif_a_known_classif_types_v,classif_b_unknown_classif_types_p,classif_b_known_classif_types_p,classif_a_unknown_classif_types_p,classif_a_known_classif_types_p,diff_tu_classes_types_v,diff_pk_classes_types_v,diff_tk_classes_types_v,diff_tu_classes_types_p,diff_pk_classes_types_p,diff_tk_classes_types_p,diff_unknown_classif_types_v,diff_known_classif_types_v,diff_unknown_classif_types_p,diff_known_classif_types_p,incomplete_classes_found
1,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
2,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
3,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
4,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
5,10,9,0,1,90.0,0.0,10.0,10,8,1,1,80.0,10.0,10.0,140,126,14,140,117,23,90.0,10.0,83.57142857142857,16.428571428571427,-1,1,0,-10.0,10.0,0.0,-9,9,-6.428571428571431,6.428571428571427,1
6,10,9,0,1,90.0,0.0,10.0,10,2,7,1,20.0,70.0,10.0,140,126,14,140,75,65,90.0,10.0,53.57142857142857,46.42857142857143,-7,7,0,-70.0,70.0,0.0,-51,51,-36.42857142857143,36.42857142857143,1
7,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
8,10,9,0,1,90.0,0.0,10.0,10,8,1,1,80.0,10.0,10.0,140,126,14,140,117,23,90.0,10.0,83.57142857142857,16.428571428571427,-1,1,0,-10.0,10.0,0.0,-9,9,-6.428571428571431,6.428571428571427,1
9,10,9,0,1,90.0,0.0,10.0,10,6,3,1,60.0,30.0,10.0,140,126,14,140,90,50,90.0,10.0,64.28571428571429,35.714285714285715,-3,3,0,-30.0,30.0,0.0,-36,36,-25.714285714285708,25.714285714285715,4
10,10,9,0,1,90.0,0.0,10.0,10,9,0,1,90.0,0.0,10.0,140,126,14,140,126,14,90.0,10.0,90.0,10.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1
