class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Accessed_Private_Intimate_Media_Object_without_Consent,role,role,False,True,False,4,0
Intimate_Private_Media_Object_with_Uploading_Consent,rolemixin,rolemixin,False,True,False,2,0
Media_Object,category,category,True,False,False,0,6
Private_Intimate_Media_Object,category,category,False,False,True,1,4
Private_Intimate_Media_Object_without_Consent,rolemixin,rolemixin,False,False,True,2,2
Public_Media_Object,category,category,False,True,False,1,0
Uploaded_Private_Intimate_Media_Object_without_Consent,role,role,False,False,True,3,1
