class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Depicted_Person_in_Intimacy,role,role,False,False,True,1,1,6
Intimate_Private_Media_Object_with_Uploading_Consent,rolemixin,rolemixin,False,True,False,2,0,6
Private_Intimate_Media_Object,category,category,False,False,True,1,4,6
Perpetrator,role,role,False,True,False,3,0,6
Private_Intimate_Media_Object_without_Consent,rolemixin,rolemixin,False,False,True,2,2,6
Publisher,role,role,False,False,True,2,1,6
NaturalPerson,kind,kind,True,False,False,0,6,6
Media_Object,category,category,True,False,False,0,6,6
Accessed_Private_Intimate_Media_Object_without_Consent,role,role,False,True,False,4,0,6
Content_Consumer,role,role,False,True,False,1,0,6
Uploaded_Private_Intimate_Media_Object_without_Consent,role,role,False,False,True,3,1,6
Depicted_Person_with_Privacy_Violated,role,role,False,True,False,2,0,6
Digital_Platform,kind,kind,True,False,False,0,1,1
Acessible_Digital_Platform,role,role,False,True,False,1,0,1
Depicter_Person,role,role,False,False,True,1,2,6
Public_Media_Object,category,category,False,True,False,1,0,6
